,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,IMDb Score,Movie Facebook Likes
589,814,Straight Outta Compton,201634991.0,161197785.0,80.0,40437206.0,20.0,2015,167.0,473.0,559.0,Biography|Crime|Drama|History|Music,119928,2702,English,USA,R,7.9,76000
590,815,21 Jump Street,201585328.0,138447667.0,68.7,63137661.0,31.3,2012,109.0,97.0,17000.0,Action|Comedy|Crime,408302,19968,English,USA,R,7.2,39000
591,816,Valkyrie,201545517.0,83077833.0,41.2,118467684.0,58.8,2008,121.0,0.0,10000.0,Drama|History|Thriller|War,183247,14165,English,USA,PG-13,7.1,0
592,817,Open Season,200811689.0,85105259.0,42.4,115706430.0,57.6,2006,83.0,28.0,4000.0,Adventure|Animation|Comedy|Family,65270,6081,English,USA,PG,6.2,863
593,818,Cats & Dogs,200687492.0,93385515.0,46.5,107301977.0,53.5,2001,87.0,6.0,3000.0,Action|Comedy|Family|Fantasy,46031,4171,English,USA,PG,5.2,0
594,819,The Hunt for Red October,200512643.0,122012643.0,60.8,78500000.0,39.2,1990,135.0,323.0,826.0,Action|Adventure|Thriller,143696,2575,English,USA,PG,7.6,0
595,820,Percy Jackson: Sea of Monsters,199850315.0,68559554.0,34.3,131290761.0,65.7,2013,106.0,87.0,8000.0,Adventure|Family|Fantasy,86627,10882,English,USA,PG,5.9,28000
596,821,Two Weeks Notice,199043242.0,93354851.0,46.9,105688391.0,53.1,2002,101.0,30.0,1000.0,Comedy|Romance,85673,2636,English,USA,PG-13,6.1,0
597,822,RED,199006387.0,90380162.0,45.4,108626225.0,54.6,2010,111.0,124.0,13000.0,Action|Comedy|Crime|Thriller,238916,24928,English,USA,PG-13,7.1,32000
598,823,City of Angels,198685114.0,78685114.0,39.6,120000000.0,60.4,1998,114.0,52.0,12000.0,Drama|Fantasy|Romance,94407,13905,English,Germany,PG-13,6.7,0
599,824,The Pacifier,198636868.0,113086868.0,56.9,85550000.0,43.1,2005,95.0,163.0,14000.0,Action|Comedy|Drama|Family|Thriller,66308,16884,English,Canada,PG,5.5,0
600,825,50 First Dates,198520934.0,120908074.0,60.9,77612860.0,39.1,2004,99.0,88.0,11000.0,Comedy|Romance,266103,12952,English,USA,PG-13,6.8,11000
601,828,The Impossible,198087212.0,19019882.0,9.6,179067330.0,90.4,2012,114.0,171.0,6000.0,Drama|Thriller,145270,7099,English,Spain,PG-13,7.6,54000
602,831,Jack the Giant Slayer,197687603.0,65187603.0,33.0,132500000.0,67.0,2013,114.0,0.0,979.0,Adventure|Fantasy,106416,1766,English,USA,PG-13,6.3,22000
603,833,Spy Kids 3-D: Game Over,197101678.0,111761982.0,56.7,85339696.0,43.3,2003,84.0,0.0,13000.0,Action|Adventure|Comedy|Family|Sci-Fi,40227,22935,English,USA,PG,4.1,681
604,834,Panic Room,197079546.0,96397334.0,48.9,100682212.0,51.1,2002,112.0,21000.0,17000.0,Crime|Drama|Thriller,206104,18141,English,USA,R,6.8,0
605,835,The Other Woman,196710396.0,83911193.0,42.7,112799203.0,57.3,2014,109.0,415.0,982.0,Comedy|Romance,104481,2357,English,USA,PG-13,6.0,16000
606,837,Beowulf,196393745.0,82280579.0,41.9,114113166.0,58.1,2007,115.0,0.0,18000.0,Action|Adventure|Animation|Fantasy,142440,31523,English,USA,PG-13,6.3,3000
607,838,The Vow,196114570.0,125014030.0,63.8,71100540.0,36.2,2012,104.0,23.0,17000.0,Drama|Romance,145852,18322,English,USA,PG-13,6.8,32000
608,840,Tropic Thunder,195702811.0,110515313.0,56.5,85187498.0,43.5,2008,121.0,0.0,21000.0,Action|Comedy,307539,23484,English,USA,R,7.0,0
609,842,The Pelican Brief,195268056.0,100768056.0,51.6,94500000.0,48.4,1993,141.0,79.0,18000.0,Crime|Drama|Mystery|Thriller,59569,30063,English,USA,PG-13,6.5,0
610,843,The BFG,195243411.0,55483770.0,28.4,139759641.0,71.6,2016,117.0,14000.0,535.0,Adventure|Family|Fantasy,12572,1950,English,UK,PG,6.8,27000
611,845,The Intern,194564672.0,75764672.0,38.9,118800000.0,61.1,2015,121.0,278.0,22000.0,Comedy|Drama,130661,36010,English,USA,PG-13,7.2,54000
612,849,The Sum of All Fears,193921372.0,118907036.0,61.3,75014336.0,38.7,2002,124.0,31.0,11000.0,Action|Drama|Thriller,86504,12556,English,USA,PG-13,6.4,0
613,850,Gangs of New York,193772504.0,77812000.0,40.2,115960504.0,59.8,2002,216.0,17000.0,29000.0,Crime|Drama,314033,47657,English,USA,R,7.5,0
614,852,Paranormal Activity,193355800.0,107918810.0,55.8,85436990.0,44.2,2009,84.0,110.0,189.0,Horror,184824,330,English,USA,R,6.3,12000
615,853,The Equalizer,192330738.0,101530738.0,52.8,90800000.0,47.2,2014,132.0,845.0,18000.0,Action|Crime|Thriller,229574,37605,English,USA,R,7.2,56000
616,855,The Addams Family,191502426.0,113502426.0,59.3,78000000.0,40.7,1991,99.0,188.0,1000.0,Comedy|Fantasy,96607,3696,English,USA,PG-13,6.8,5000
617,856,The Longest Yard,191466556.0,158119460.0,82.6,33347096.0,17.400000000000006,2005,113.0,88.0,11000.0,Comedy|Crime|Sport,130070,13693,English,USA,PG-13,6.4,0
618,857,Cheaper by the Dozen,190538630.0,138614544.0,72.8,51924086.0,27.200000000000006,2003,94.0,189.0,3000.0,Comedy|Family,75152,7014,English,USA,PG,5.8,0
619,859,Hollow Man,190213455.0,73209340.0,38.5,117004115.0,61.5,2000,119.0,719.0,833.0,Action|Horror|Sci-Fi|Thriller,101834,2356,English,USA,R,5.7,0
620,860,Outbreak,189859560.0,67659560.0,35.6,122200000.0,64.4,1995,127.0,249.0,18000.0,Action|Drama|Thriller,91176,30383,English,USA,R,6.6,0
621,861,The Santa Clause,189833357.0,144833357.0,76.3,45000000.0,23.700000000000006,1994,97.0,11.0,901.0,Comedy|Drama|Family|Fantasy,64742,2790,English,USA,PG,6.4,0
622,865,The X Files,189176423.0,83898313.0,44.4,105278110.0,55.6,1998,121.0,38.0,940.0,Drama|Mystery|Sci-Fi|Thriller,85720,4230,English,USA,PG-13,7.0,0
623,867,Rambo III,189015611.0,53715611.0,28.4,135300000.0,71.6,1988,87.0,10.0,13000.0,Action|Adventure|Thriller|War,92106,14574,English,USA,R,5.7,2000
624,868,The Secret Life of Walter Mitty,188133322.0,58236838.0,31.0,129896484.0,69.0,2013,114.0,0.0,3000.0,Adventure|Comedy|Drama|Fantasy|Romance,236421,5095,English,USA,PG,7.3,70000
625,870,Jaws 2,187884007.0,81766007.0,43.5,106118000.0,56.5,1978,131.0,82.0,813.0,Adventure|Horror|Thriller,51314,1520,English,USA,PG,5.7,0
626,871,12 Years a Slave,187733202.0,56671993.0,30.2,131061209.0,69.8,2013,134.0,0.0,2000.0,Biography|Drama|History,439176,4251,English,USA,R,8.1,83000
627,873,Mr. Popper's Penguins,187361754.0,68224452.0,36.4,119137302.0,63.6,2011,94.0,70.0,1000.0,Comedy|Family|Fantasy,67191,2820,English,USA,PG,6.0,14000
628,874,The Grudge,187281115.0,110359362.0,58.9,76921753.0,41.1,2004,98.0,70.0,4000.0,Horror|Mystery|Thriller,115050,7461,English,USA,PG-13,5.9,4000
629,877,The Horse Whisperer,186883563.0,75383563.0,40.3,111500000.0,59.7,1998,170.0,0.0,19000.0,Drama|Romance|Western,32353,20683,English,USA,PG-13,6.5,0
630,878,Walk the Line,186797986.0,119519402.0,64.0,67278584.0,36.0,2005,153.0,446.0,523.0,Biography|Drama|Music|Romance,188637,1383,English,USA,PG-13,7.9,11000
631,880,The Jungle Book 2,186303759.0,47901582.0,25.7,138402177.0,74.3,2003,72.0,0.0,3000.0,Adventure|Animation|Family|Musical,11634,4480,English,USA,G,5.4,227
632,881,The Final Destination,186167139.0,66477700.0,35.7,119689439.0,64.3,2009,82.0,160.0,164000.0,Horror,75345,303717,English,USA,R,5.2,0
633,882,Atlantis: The Lost Empire,186053725.0,84056472.0,45.2,101997253.0,54.8,2001,95.0,21.0,12000.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,72591,15237,English,USA,PG,6.8,0
634,883,Inside Man,186003591.0,88513495.0,47.6,97490096.0,52.4,2006,129.0,0.0,18000.0,Crime|Drama|Mystery|Thriller,273108,19148,English,USA,R,7.6,0
635,884,The Waterboy,185991646.0,161491646.0,86.8,24500000.0,13.200000000000005,1998,90.0,153.0,11000.0,Comedy|Sport,119450,13823,English,USA,PG-13,6.1,0
636,885,Hugo,185770160.0,73864507.0,39.8,111905653.0,60.2,2011,126.0,17000.0,17000.0,Adventure|Drama|Family|Mystery,245333,36017,English,USA,PG,7.5,42000
637,887,Watchmen,185382813.0,107509799.0,58.0,77873014.0,42.0,2009,215.0,0.0,986.0,Action|Drama|Mystery|Sci-Fi,392474,2530,English,USA,R,7.7,18000
638,889,Moulin Rouge!,184928135.0,57386607.0,31.0,127541528.0,69.0,2001,127.0,1000.0,1000.0,Drama|Musical|Romance,224013,2601,English,USA,PG-13,7.6,10000
639,890,Snow White and the Seven Dwarfs,184925486.0,184925486.0,100.0,0.0,0.0,1937,83.0,0.0,82.0,Animation|Family|Fantasy|Musical,133348,229,English,USA,Approved,7.7,0
640,891,Hop,183953723.0,108085305.0,58.8,75868418.0,41.2,2011,95.0,25.0,989.0,Adventure|Animation|Comedy|Family|Fantasy,24089,2558,English,USA,PG,5.5,0
641,892,Bad Moms,183936074.0,113257297.0,61.6,70678777.0,38.4,2016,100.0,24.0,15000.0,Comedy,4654,18786,English,USA,R,6.7,18000
642,893,Jupiter Ascending,183887723.0,47387723.0,25.8,136500000.0,74.2,2015,127.0,0.0,17000.0,Action|Adventure|Sci-Fi,139593,47334,English,USA,PG-13,5.4,44000
643,894,Knowing,183658498.0,79957634.0,43.5,103700864.0,56.5,2007,121.0,295.0,12000.0,Drama|Mystery|Sci-Fi|Thriller,186879,13421,English,USA,PG-13,6.2,0
644,895,102 Dalmatians,183611771.0,66957026.0,36.5,116654745.0,63.5,2000,100.0,36.0,2000.0,Adventure|Comedy|Family,26413,4182,English,USA,G,4.8,372
645,898,Paul Blart: Mall Cop,183348429.0,146336178.0,79.8,37012251.0,20.200000000000006,2009,91.0,41.0,567.0,Action|Comedy|Crime,84209,2954,English,USA,PG,5.2,0
646,899,Wayne's World,183097323.0,121697323.0,66.5,61400000.0,33.5,1992,94.0,122.0,1000.0,Comedy|Music,114610,4263,English,USA,PG-13,7.0,0
647,901,Mirror Mirror,183018522.0,64935167.0,35.5,118083355.0,64.5,2012,106.0,763.0,8000.0,Adventure|Comedy|Drama|Family|Fantasy,70838,11454,English,USA,PG,5.6,18000
648,902,The Man in the Iron Mask,182968902.0,56968902.0,31.1,126000000.0,68.9,1998,132.0,130.0,29000.0,Action|Adventure,125219,29265,English,USA,PG-13,6.4,0
649,903,Cape Fear,182291969.0,79091969.0,43.4,103200000.0,56.6,1991,128.0,17000.0,22000.0,Crime|Thriller,127503,24006,English,USA,R,7.3,0
650,904,The Haunted Mansion,182290266.0,75847266.0,41.6,106443000.0,58.4,2003,88.0,50.0,691.0,Comedy|Family|Fantasy|Horror|Mystery,32049,2622,English,USA,PG,4.9,988
651,907,The Bridges of Madison County,182016617.0,71516617.0,39.3,110500000.0,60.7,1995,135.0,16000.0,16000.0,Drama|Romance,54631,27237,English,USA,PG-13,7.5,0
652,909,Poseidon,181674817.0,60674817.0,33.4,121000000.0,66.6,2006,98.0,249.0,87000.0,Action|Adventure|Drama|Thriller,82380,92456,English,USA,PG-13,5.6,0
653,910,The First Wives Club,181489203.0,105489203.0,58.1,76000000.0,41.9,1996,103.0,37.0,944.0,Comedy,31817,3143,English,USA,PG,6.2,0
654,911,Scooby-Doo 2: Monsters Unleashed,181216833.0,84216833.0,46.5,97000000.0,53.5,2004,93.0,67.0,4000.0,Adventure|Comedy|Family|Fantasy|Horror|Mystery,33180,7800,English,USA,PG,4.9,567
655,913,Road to Perdition,181001478.0,104454762.0,57.7,76546716.0,42.3,2002,117.0,0.0,15000.0,Crime|Drama|Thriller,200359,16828,English,USA,R,7.7,0
656,914,Kill Bill: Vol. 1,180899045.0,70099045.0,38.8,110800000.0,61.2,2003,111.0,16000.0,926.0,Action,735784,3983,English,USA,R,8.1,13000
657,916,The Scorpion King,180630907.0,91047077.0,50.4,89583830.0,49.6,2002,100.0,55.0,12000.0,Action|Adventure|Fantasy|Thriller,102129,14611,English,USA,PG-13,5.5,0
658,917,Sweet Home Alabama,180622424.0,127223418.0,70.4,53399006.0,29.599999999999994,2002,108.0,72.0,982.0,Comedy|Romance,83786,4251,English,USA,PG-13,6.1,0
659,923,The Dictator,179379533.0,59650222.0,33.2,119729311.0,66.8,2012,99.0,119.0,600.0,Comedy|Romance,213863,1375,English,USA,R,6.4,59000
660,924,The League of Extraordinary Gentlemen,179265204.0,66465204.0,37.1,112800000.0,62.9,2003,110.0,45.0,1000.0,Action|Adventure|Fantasy|Sci-Fi,141533,4714,English,USA,PG-13,5.8,0
661,925,Allegiant,179246868.0,66184051.0,36.9,113062817.0,63.1,2016,120.0,124.0,6000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,44296,12452,English,USA,PG-13,5.8,12000
662,928,He's Just Not That Into You,178866158.0,93953653.0,52.5,84912505.0,47.5,2009,129.0,42.0,97.0,Comedy|Drama|Romance,132048,318,English,USA,PG-13,6.4,12000
663,929,Eagle Eye,178767383.0,101440743.0,56.7,77326640.0,43.3,2008,118.0,154.0,3000.0,Action|Mystery|Thriller,150764,5637,English,USA,PG-13,6.6,0
664,930,Along Came Polly,178311729.0,88097164.0,49.4,90214565.0,50.6,2004,90.0,29.0,22000.0,Comedy|Romance,106909,24534,English,USA,PG-13,5.9,0
665,931,Flushed Away,178281554.0,64665672.0,36.3,113615882.0,63.7,2006,85.0,42.0,20000.0,Adventure|Animation|Comedy|Family,85086,35161,English,UK,PG,6.7,0
666,932,Scary Movie 4,178262620.0,90710620.0,50.9,87552000.0,49.1,2006,89.0,119.0,2000.0,Comedy,93748,5855,English,USA,PG-13,5.1,1000
667,933,Dante's Peak,178127760.0,67127760.0,37.7,111000000.0,62.3,1997,108.0,79.0,650.0,Action|Adventure|Thriller,62271,1569,English,USA,PG-13,5.8,0
668,934,Brokeback Mountain,178062759.0,83043761.0,46.6,95018998.0,53.4,2005,134.0,0.0,15000.0,Drama|Romance,259837,39789,English,USA,R,7.7,13000
669,935,Patriot Games,178051587.0,83351587.0,46.8,94700000.0,53.2,1992,117.0,176.0,11000.0,Action|Thriller,81442,12757,English,USA,R,6.9,0
670,936,Flubber,177977226.0,92977226.0,52.2,85000000.0,47.8,1997,90.0,10.0,49000.0,Comedy|Family|Sci-Fi,63625,50005,English,USA,PG,5.2,0
671,938,Double Jeopardy,177841558.0,116741558.0,65.6,61100000.0,34.40000000000001,1999,105.0,78.0,984.0,Crime|Mystery|Thriller,56646,2129,English,USA,R,6.4,0
672,939,War Horse,177584879.0,79884879.0,45.0,97700000.0,55.0,2011,146.0,14000.0,25000.0,Drama|War,116159,46726,English,USA,PG-13,7.2,28000
673,940,Paranormal Activity 2,177512032.0,84752907.0,47.7,92759125.0,52.3,2010,98.0,21.0,438.0,Horror,82133,1081,English,USA,R,5.7,14000
674,941,How to Lose a Guy in 10 Days,177502387.0,105813373.0,59.6,71689014.0,40.4,2003,116.0,80.0,11000.0,Comedy|Romance,156717,14087,English,USA,PG-13,6.4,0
675,943,Hero,177395557.0,53710019.0,30.3,123685538.0,69.7,2002,80.0,611.0,5000.0,Action|Adventure|History,149414,6229,Mandarin,China,PG-13,7.9,0
676,944,The 40-Year-Old Virgin,177378645.0,109449237.0,61.7,67929408.0,38.3,2005,133.0,0.0,7000.0,Comedy|Romance,313797,8341,English,USA,R,7.1,0
677,945,Lee Daniels' The Butler,177313795.0,116632095.0,65.8,60681700.0,34.2,2013,132.0,304.0,15000.0,Biography|Drama,87665,20035,English,USA,PG-13,7.2,41000
678,946,The Haunting,177311151.0,91411151.0,51.6,85900000.0,48.4,1999,113.0,101.0,14000.0,Fantasy|Horror|Mystery|Thriller,58184,17786,English,USA,PG-13,4.9,0
679,947,The Descendants,177243185.0,82584160.0,46.6,94659025.0,53.4,2011,115.0,729.0,8000.0,Comedy|Drama,205284,9578,English,USA,R,7.3,22000
680,949,Tootsie,177200000.0,177200000.0,100.0,0.0,0.0,1982,116.0,521.0,13000.0,Comedy|Drama|Romance,77366,14701,English,USA,PG,7.4,0
681,951,Analyze This,176885658.0,106885658.0,60.4,70000000.0,39.6,1999,103.0,11000.0,22000.0,Comedy|Crime,123940,24333,English,USA,R,6.7,0
682,952,Looper,176506819.0,66486205.0,37.7,110020614.0,62.3,2012,119.0,0.0,23000.0,Action|Crime|Drama|Sci-Fi|Thriller,428916,37387,English,USA,R,7.4,75000
683,954,Dr. Dolittle 2,176104344.0,112952899.0,64.1,63151445.0,35.90000000000001,2001,87.0,41.0,1000.0,Comedy|Family|Fantasy,33884,3287,English,USA,PG,4.6,266
684,955,The Italian Job,176070171.0,106128601.0,60.3,69941570.0,39.7,2003,111.0,473.0,26000.0,Action|Crime|Thriller,285623,35084,English,USA,PG-13,7.0,0
685,956,The Bucket List,175372502.0,93466502.0,53.3,81906000.0,46.7,2007,97.0,0.0,11000.0,Adventure|Comedy|Drama,184795,14868,English,USA,PG-13,7.4,22000
686,960,George of the Jungle,174463257.0,105263257.0,60.3,69200000.0,39.7,1997,92.0,39.0,3000.0,Action|Adventure|Comedy|Family|Romance,56168,4518,English,USA,PG,5.4,5000
687,961,Evan Almighty,174440724.0,100462298.0,57.6,73978426.0,42.4,2007,96.0,293.0,87000.0,Comedy|Family|Fantasy,115099,108016,English,USA,PG,5.4,2000
688,962,Identity Thief,173965010.0,134506920.0,77.3,39458090.0,22.700000000000006,2013,120.0,91.0,4000.0,Comedy|Crime,97664,5826,English,USA,R,5.7,17000
689,964,Big Momma's House,173959438.0,117559438.0,67.6,56400000.0,32.40000000000001,2000,99.0,67.0,826.0,Action|Comedy|Crime,66941,1790,English,USA,PG-13,5.1,1000
690,965,In Time,173930596.0,37520095.0,21.6,136410501.0,78.4,2011,109.0,487.0,20000.0,Action|Sci-Fi|Thriller,304318,34011,English,USA,PG-13,6.7,52000
691,966,Amélie,173924742.0,33225499.0,19.1,140699243.0,80.9,2001,122.0,0.0,326.0,Comedy|Romance,534262,809,French,France,R,8.4,39000
692,968,Anchorman 2: The Legend Continues,173649931.0,127352707.0,73.3,46297224.0,26.700000000000006,2013,143.0,285.0,11000.0,Comedy,131227,28176,English,USA,PG-13,6.3,41000
693,969,Creed,173567581.0,109767581.0,63.2,63800000.0,36.8,2015,133.0,0.0,13000.0,Drama|Sport,146708,15106,English,USA,PG-13,7.7,70000
694,971,The Girl on the Train,173185859.0,75395035.0,43.5,97790824.0,56.5,2016,105.0,25.0,963.0,Drama,1219,1375,French,France,Not Rated,6.0,120
695,972,Scream,173046663.0,103046663.0,59.6,70000000.0,40.4,1996,103.0,0.0,611.0,Horror|Mystery,222018,1212,English,USA,R,7.2,11000
696,973,Cold Mountain,173013509.0,95636509.0,55.3,77377000.0,44.7,2003,154.0,333.0,22000.0,Adventure|Drama|History|Romance|War,118483,61110,English,USA,R,7.2,0
697,974,Black Hawk Down,172989651.0,108638745.0,62.8,64350906.0,37.2,2001,152.0,0.0,2000.0,Drama|History|War,292022,4270,English,USA,R,7.7,10000
698,975,The Grand Budapest Hotel,172936941.0,59301324.0,34.3,113635617.0,65.7,2014,99.0,0.0,13000.0,Adventure|Comedy|Crime|Drama,475518,15082,English,USA,R,8.1,149000
699,976,The Santa Clause 2,172855065.0,139236327.0,80.6,33618738.0,19.400000000000006,2002,104.0,54.0,901.0,Comedy|Family|Fantasy,34561,5265,English,USA,G,5.5,1000
700,977,Cloverfield,172394180.0,80048433.0,46.4,92345747.0,53.6,2008,85.0,198.0,2000.0,Action|Adventure|Horror|Sci-Fi,296787,3958,English,USA,PG-13,7.0,0
701,978,Scream 2,172363301.0,101363301.0,58.8,71000000.0,41.2,1997,120.0,0.0,865.0,Horror|Mystery,124941,2321,English,USA,R,6.1,0
702,979,Couples Retreat,171844840.0,109204945.0,63.6,62639895.0,36.4,2009,113.0,0.0,4000.0,Comedy,83506,8172,English,USA,PG-13,5.5,0
703,980,Antz,171757863.0,90757863.0,52.8,81000000.0,47.2,1998,83.0,35.0,13000.0,Adventure|Animation|Comedy|Family,124641,25788,English,USA,PG,6.6,0
704,981,Blood Diamond,171720398.0,57377916.0,33.4,114342482.0,66.6,2006,143.0,380.0,29000.0,Adventure|Drama|Thriller,400292,33160,English,Germany,R,8.0,14000
705,982,Jackass 3D,171685792.0,117229692.0,68.3,54456100.0,31.700000000000006,2010,101.0,79.0,608.0,Action|Comedy|Documentary,47794,1787,English,USA,R,7.1,0
706,983,No Country for Old Men,171627166.0,74283625.0,43.3,97343541.0,56.7,2007,122.0,1000.0,2000.0,Crime|Drama|Thriller,612060,4738,English,USA,R,8.1,21000
707,987,Mr. Deeds,171269535.0,126293452.0,73.7,44976083.0,26.3,2002,96.0,65.0,12000.0,Comedy|Romance,110432,26826,English,USA,PG-13,5.8,0
708,988,Contact,171120329.0,100920329.0,59.0,70200000.0,41.0,1997,150.0,0.0,11000.0,Drama|Mystery|Sci-Fi|Thriller,200556,12289,English,USA,PG,7.4,15000
709,989,Superbad,170812526.0,121463226.0,71.1,49349300.0,28.90000000000001,2007,119.0,99.0,15000.0,Comedy,422606,17584,English,USA,R,7.6,0
710,991,The Other Guys,170458922.0,119219978.0,69.9,51238944.0,30.099999999999994,2010,116.0,285.0,12000.0,Action|Comedy|Crime,189806,20233,English,USA,PG-13,6.7,16000
711,992,The Specialist,170362582.0,57362582.0,33.7,113000000.0,66.3,1994,110.0,49.0,13000.0,Action|Crime|Drama|Romance|Thriller,50148,13331,English,Peru,R,5.4,0
712,993,Olympus Has Fallen,170270201.0,98925640.0,58.1,71344561.0,41.9,2013,119.0,845.0,18000.0,Action|Thriller,203154,31782,English,USA,R,6.5,45000
713,994,Starsky & Hutch,170268750.0,88237754.0,51.8,82030996.0,48.2,2004,101.0,480.0,881.0,Comedy|Crime,120795,3943,English,USA,PG-13,6.1,0
714,995,Shall We Dance,170128460.0,57890460.0,34.0,112238000.0,66.0,2004,106.0,23.0,1000.0,Comedy|Drama|Romance,35508,2325,English,USA,PG-13,6.1,0
715,996,Stuart Little 2,169956806.0,64956806.0,38.2,105000000.0,61.8,2002,77.0,50.0,886.0,Adventure|Animation|Comedy|Family|Fantasy,36471,2682,English,USA,PG,5.4,459
716,997,Zookeeper,169852759.0,80360843.0,47.3,89491916.0,52.7,2011,102.0,153.0,3000.0,Comedy|Family|Romance,44662,5392,English,USA,PG,5.2,0
717,998,Dumb and Dumber To,169837010.0,86208010.0,50.8,83629000.0,49.2,2014,109.0,101.0,13000.0,Comedy,97045,16179,English,USA,PG-13,5.7,55000
718,1000,Seven Pounds,169748929.0,69951824.0,41.2,99797105.0,58.8,2008,123.0,125.0,10000.0,Drama|Romance,232710,14727,English,USA,PG-13,7.7,26000
719,1002,The Emperor's New Groove,169327687.0,89302687.0,52.7,80025000.0,47.3,2000,78.0,10.0,558.0,Adventure|Animation|Comedy|Family|Fantasy,128285,2039,English,USA,G,7.3,0
720,1004,Dodgeball: A True Underdog Story,168423227.0,114326736.0,67.9,54096491.0,32.099999999999994,2004,92.0,43.0,989.0,Comedy|Sport,185338,4730,English,USA,PG-13,6.7,0
721,1005,Hellboy II: The Golden Army,168319243.0,75986503.0,45.1,92332740.0,54.9,2008,120.0,0.0,3000.0,Action|Adventure|Fantasy|Horror|Sci-Fi,208422,3632,English,USA,PG-13,7.0,3000
722,1008,Unstoppable,167805466.0,81562942.0,48.6,86242524.0,51.4,2010,98.0,12000.0,18000.0,Action|Thriller,149947,25780,English,USA,PG-13,6.8,18000
723,1010,Magic Mike,167739368.0,113721571.0,67.8,54017797.0,32.2,2012,110.0,0.0,17000.0,Comedy|Drama,108843,46646,English,USA,R,6.1,54000
724,1011,Alexander,167298192.0,34297191.0,20.5,133001001.0,79.5,2004,206.0,0.0,12000.0,Action|Adventure|Biography|Drama|History|Romance|War,138863,24598,English,Germany,R,5.5,0
725,1012,Up in the Air,166842739.0,83823381.0,50.2,83019358.0,49.8,2009,108.0,655.0,24000.0,Drama|Romance,270238,35209,English,USA,R,7.4,19000
726,1013,Nutty Professor II: The Klumps,166339890.0,123309890.0,74.1,43030000.0,25.90000000000001,2000,109.0,88.0,611.0,Comedy|Romance|Sci-Fi,39391,2818,English,USA,PG-13,4.3,374
727,1014,Sleepers,165615285.0,53315285.0,32.2,112300000.0,67.8,1996,147.0,272.0,22000.0,Crime|Drama|Thriller,154487,37076,English,USA,R,7.5,0
728,1015,Bridge of Spies,165478348.0,72313754.0,43.7,93164594.0,56.3,2015,142.0,14000.0,15000.0,Drama|History|Thriller,178118,16944,English,USA,PG-13,7.6,55000
729,1016,The Princess Diaries,165335153.0,108248956.0,65.5,57086197.0,34.5,2001,111.0,0.0,11000.0,Comedy|Family|Romance,94049,13645,English,USA,G,6.2,0
730,1017,The Muppets,165184237.0,88631237.0,53.7,76553000.0,46.3,2011,103.0,33.0,970.0,Adventure|Comedy|Family|Musical,75176,1336,English,USA,PG,7.1,26000
731,1018,The Huntsman: Winter's War,164989338.0,48390190.0,29.3,116599148.0,70.7,2016,120.0,19.0,26000.0,Action|Adventure|Drama|Fantasy,37750,46719,English,USA,PG-13,6.1,16000
732,1019,Saw III,164874275.0,80238724.0,48.7,84635551.0,51.3,2006,121.0,163.0,723.0,Horror|Mystery,142115,3189,English,USA,R,6.2,0
733,1020,Six Days Seven Nights,164839294.0,74339294.0,45.1,90500000.0,54.9,1998,98.0,425.0,11000.0,Action|Adventure|Comedy|Romance,60910,12729,English,USA,PG-13,5.7,0
734,1021,Bringing Down the House,164729679.0,132716677.0,80.6,32013002.0,19.400000000000006,2003,105.0,163.0,1000.0,Comedy,30058,2505,English,USA,PG-13,5.5,800
735,1022,Deep Blue Sea,164648142.0,73648142.0,44.7,91000000.0,55.3,1999,105.0,212.0,1000.0,Action|Sci-Fi|Thriller,99043,3697,English,USA,R,5.8,0
736,1023,Speed 2: Cruise Control,164508066.0,48608066.0,29.6,115900000.0,70.4,1997,121.0,101.0,673.0,Action|Crime|Romance|Thriller,60573,2027,English,USA,PG-13,3.7,894
737,1024,Daddy Day Care,164433867.0,104297061.0,63.4,60136806.0,36.6,2003,92.0,41.0,1000.0,Comedy|Family,49486,4050,English,USA,PG,5.5,886
738,1026,The Spiderwick Chronicles,164170327.0,71195053.0,43.4,92975274.0,56.6,2008,107.0,70.0,770.0,Adventure|Family|Fantasy,68935,1614,English,USA,PG,6.6,0
739,1027,The Pink Panther,164115897.0,82226474.0,50.1,81889423.0,49.9,2006,93.0,189.0,1000.0,Adventure|Comedy|Crime|Family|Mystery,65499,1267,English,USA,PG,5.6,0
740,1028,Four Christmases,164112721.0,120146040.0,73.2,43966681.0,26.8,2008,88.0,91.0,4000.0,Comedy|Drama|Romance,48500,9913,English,Germany,PG-13,5.6,0
741,1029,The Ring Two,163995949.0,76231249.0,46.5,87764700.0,53.5,2005,128.0,62.0,6000.0,Horror|Mystery,71153,10163,English,USA,PG-13,5.4,0
742,1031,Burn After Reading,163728902.0,60355347.0,36.9,103373555.0,63.1,2008,96.0,1000.0,24000.0,Comedy|Drama,248468,36093,English,USA,R,7.0,0
743,1033,The Happening,163403799.0,64506874.0,39.5,98896925.0,60.5,2008,91.0,0.0,11000.0,Sci-Fi|Thriller,163130,13654,English,USA,R,5.0,6000
